matplotlib.axes._base,update_title_pos
matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0 to DejaVu Sans ('D:\\OneDrive - NOVAIMS\\wd_PyCharm\\CIFO_practicals\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000.
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=30.0 to DejaVu Sans ('D:\\OneDrive - NOVAIMS\\wd_PyCharm\\CIFO_practicals\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000.
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,0,0.14553014553014554,0.13692946058091288,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.004724944854037752
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,1,0.18711018711018712,0.16597510373443983,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.009558715844825972
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,2,0.1943866943866944,0.1950207468879668,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.0033869148848886116
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,3,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.004649590698476962
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,4,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.0014613991117102335
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,5,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.0007073777113112412
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,6,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.002639633790804386
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,7,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.004894717110759721
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,8,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.004453368933853223
<class 'problems.ANNOP.ANNOP'>,630128552,algorithms.genetic_algorithm,9,0.20374220374220375,0.2157676348547718,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.007909133695002728
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
matplotlib.axes._base,update_title_pos
